period,year,quarter,dimension,category,value
2014-Q4,2014,4,employment_formality,Ocupados con empleo informal,76026.0
2015-Q1,2015,1,employment_formality,Ocupados con empleo informal,77087.0
2015-Q2,2015,2,employment_formality,Ocupados con empleo informal,74288.0
2015-Q3,2015,3,employment_formality,Ocupados con empleo informal,87923.0
2015-Q4,2015,4,employment_formality,Ocupados con empleo informal,79930.0
2016-Q1,2016,1,employment_formality,Ocupados con empleo informal,71480.0
2016-Q2,2016,2,employment_formality,Ocupados con empleo informal,54532.0
2016-Q3,2016,3,employment_formality,Ocupados con empleo informal,67681.0
2016-Q4,2016,4,employment_formality,Ocupados con empleo informal,82883.0
2017-Q1,2017,1,employment_formality,Ocupados con empleo informal,79423.0
2017-Q2,2017,2,employment_formality,Ocupados con empleo informal,77078.0
2017-Q3,2017,3,employment_formality,Ocupados con empleo informal,78839.0
2017-Q4,2017,4,employment_formality,Ocupados con empleo informal,64058.0
2018-Q1,2018,1,employment_formality,Ocupados con empleo informal,68964.0
2018-Q2,2018,2,employment_formality,Ocupados con empleo informal,89433.0
2018-Q3,2018,3,employment_formality,Ocupados con empleo informal,90062.0
2018-Q4,2018,4,employment_formality,Ocupados con empleo informal,88656.0
2019-Q1,2019,1,employment_formality,Ocupados con empleo informal,96451.0
2019-Q2,2019,2,employment_formality,Ocupados con empleo informal,107599.0
2019-Q3,2019,3,employment_formality,Ocupados con empleo informal,98548.0
2019-Q4,2019,4,employment_formality,Ocupados con empleo informal,100275.0
2020-Q1,2020,1,employment_formality,Ocupados con empleo informal,99248.0
2020-Q2,2020,2,employment_formality,Ocupados con empleo informal,48021.0
2020-Q3,2020,3,employment_formality,Ocupados con empleo informal,82857.0
2020-Q4,2020,4,employment_formality,Ocupados con empleo informal,85404.0
2021-Q1,2021,1,employment_formality,Ocupados con empleo informal,85264.0
2021-Q2,2021,2,employment_formality,Ocupados con empleo informal,94748.0
2021-Q3,2021,3,employment_formality,Ocupados con empleo informal,89747.0
2021-Q4,2021,4,employment_formality,Ocupados con empleo informal,86513.0
2022-Q1,2022,1,employment_formality,Ocupados con empleo informal,93551.0
2022-Q2,2022,2,employment_formality,Ocupados con empleo informal,96654.0
2022-Q3,2022,3,employment_formality,Ocupados con empleo informal,86125.0
2022-Q4,2022,4,employment_formality,Ocupados con empleo informal,89182.0
2023-Q1,2023,1,employment_formality,Ocupados con empleo informal,82356.0
2023-Q2,2023,2,employment_formality,Ocupados con empleo informal,76925.0
2023-Q3,2023,3,employment_formality,Ocupados con empleo informal,89108.0
2023-Q4,2023,4,employment_formality,Ocupados con empleo informal,86339.0
2024-Q1,2024,1,employment_formality,Ocupados con empleo informal,83618.0
2024-Q2,2024,2,employment_formality,Ocupados con empleo informal,94035.0
2024-Q3,2024,3,employment_formality,Ocupados con empleo informal,99087.0
2024-Q4,2024,4,employment_formality,Ocupados con empleo informal,90495.0
2025-Q1,2025,1,employment_formality,Ocupados con empleo informal,83347.0
2025-Q2,2025,2,employment_formality,Ocupados con empleo informal,80693.0
2025-Q3,2025,3,employment_formality,Ocupados con empleo informal,82116.0
2025-Q4,2025,4,employment_formality,Ocupados con empleo informal,82278.0
2026-Q1,2026,1,employment_formality,Ocupados con empleo informal,76881.0
2010-Q3,2010,3,work_insurance,No tiene seguro por trabajo,49613.0
2010-Q4,2010,4,work_insurance,No tiene seguro por trabajo,34918.0
2011-Q1,2011,1,work_insurance,No tiene seguro por trabajo,29528.0
2011-Q2,2011,2,work_insurance,No tiene seguro por trabajo,32358.0
2011-Q3,2011,3,work_insurance,No tiene seguro por trabajo,38924.0
2011-Q4,2011,4,work_insurance,No tiene seguro por trabajo,42369.0
2012-Q1,2012,1,work_insurance,No tiene seguro por trabajo,42048.0
2012-Q2,2012,2,work_insurance,No tiene seguro por trabajo,42502.0
2012-Q3,2012,3,work_insurance,No tiene seguro por trabajo,42581.0
2012-Q4,2012,4,work_insurance,No tiene seguro por trabajo,47575.0
2013-Q1,2013,1,work_insurance,No tiene seguro por trabajo,53520.0
2013-Q2,2013,2,work_insurance,No tiene seguro por trabajo,59802.0
2013-Q3,2013,3,work_insurance,No tiene seguro por trabajo,67176.0
2013-Q4,2013,4,work_insurance,No tiene seguro por trabajo,63624.0
2014-Q1,2014,1,work_insurance,No tiene seguro por trabajo,54855.0
2014-Q2,2014,2,work_insurance,No tiene seguro por trabajo,58962.0
2014-Q3,2014,3,work_insurance,No tiene seguro por trabajo,58939.0
2014-Q4,2014,4,work_insurance,No tiene seguro por trabajo,55913.0
2015-Q1,2015,1,work_insurance,No tiene seguro por trabajo,59049.0
2015-Q2,2015,2,work_insurance,No tiene seguro por trabajo,55569.0
2015-Q3,2015,3,work_insurance,No tiene seguro por trabajo,68869.0
2015-Q4,2015,4,work_insurance,No tiene seguro por trabajo,59669.0
2016-Q1,2016,1,work_insurance,No tiene seguro por trabajo,54216.0
2016-Q2,2016,2,work_insurance,No tiene seguro por trabajo,41388.0
2016-Q3,2016,3,work_insurance,No tiene seguro por trabajo,45129.0
2016-Q4,2016,4,work_insurance,No tiene seguro por trabajo,57738.0
2017-Q1,2017,1,work_insurance,No tiene seguro por trabajo,59412.0
2017-Q2,2017,2,work_insurance,No tiene seguro por trabajo,57606.0
2017-Q3,2017,3,work_insurance,No tiene seguro por trabajo,58703.0
2017-Q4,2017,4,work_insurance,No tiene seguro por trabajo,50893.0
2018-Q1,2018,1,work_insurance,No tiene seguro por trabajo,55236.0
2018-Q2,2018,2,work_insurance,No tiene seguro por trabajo,72466.0
2018-Q3,2018,3,work_insurance,No tiene seguro por trabajo,76054.0
2018-Q4,2018,4,work_insurance,No tiene seguro por trabajo,65964.0
2019-Q1,2019,1,work_insurance,No tiene seguro por trabajo,69169.0
2019-Q2,2019,2,work_insurance,No tiene seguro por trabajo,73289.0
2019-Q3,2019,3,work_insurance,No tiene seguro por trabajo,73072.0
2019-Q4,2019,4,work_insurance,No tiene seguro por trabajo,76461.0
2020-Q1,2020,1,work_insurance,No tiene seguro por trabajo,76835.0
2020-Q2,2020,2,work_insurance,No tiene seguro por trabajo,39571.0
2020-Q3,2020,3,work_insurance,No tiene seguro por trabajo,67154.0
2020-Q4,2020,4,work_insurance,No tiene seguro por trabajo,72557.0
2021-Q1,2021,1,work_insurance,No tiene seguro por trabajo,70481.0
2021-Q2,2021,2,work_insurance,No tiene seguro por trabajo,74203.0
2021-Q3,2021,3,work_insurance,No tiene seguro por trabajo,70085.0
2021-Q4,2021,4,work_insurance,No tiene seguro por trabajo,67174.0
2022-Q1,2022,1,work_insurance,No tiene seguro por trabajo,60390.0
2022-Q2,2022,2,work_insurance,No tiene seguro por trabajo,66382.0
2022-Q3,2022,3,work_insurance,No tiene seguro por trabajo,64219.0
2022-Q4,2022,4,work_insurance,No tiene seguro por trabajo,66379.0
2023-Q1,2023,1,work_insurance,No tiene seguro por trabajo,68081.0
2023-Q2,2023,2,work_insurance,No tiene seguro por trabajo,60899.0
2023-Q3,2023,3,work_insurance,No tiene seguro por trabajo,71222.0
2023-Q4,2023,4,work_insurance,No tiene seguro por trabajo,68777.0
2024-Q1,2024,1,work_insurance,No tiene seguro por trabajo,66249.0
2024-Q2,2024,2,work_insurance,No tiene seguro por trabajo,72032.0
2024-Q3,2024,3,work_insurance,No tiene seguro por trabajo,74484.0
2024-Q4,2024,4,work_insurance,No tiene seguro por trabajo,67053.0
2025-Q1,2025,1,work_insurance,No tiene seguro por trabajo,63247.0
2025-Q2,2025,2,work_insurance,No tiene seguro por trabajo,60511.0
2025-Q3,2025,3,work_insurance,No tiene seguro por trabajo,59685.0
2025-Q4,2025,4,work_insurance,No tiene seguro por trabajo,59298.0
2026-Q1,2026,1,work_insurance,No tiene seguro por trabajo,53996.0
2010-Q3,2010,3,work_insurance,Tiene seguro por trabajo,80470.0
2010-Q4,2010,4,work_insurance,Tiene seguro por trabajo,87460.0
2011-Q1,2011,1,work_insurance,Tiene seguro por trabajo,82219.0
2011-Q2,2011,2,work_insurance,Tiene seguro por trabajo,78530.0
2011-Q3,2011,3,work_insurance,Tiene seguro por trabajo,87000.0
2011-Q4,2011,4,work_insurance,Tiene seguro por trabajo,89408.0
2012-Q1,2012,1,work_insurance,Tiene seguro por trabajo,94063.0
2012-Q2,2012,2,work_insurance,Tiene seguro por trabajo,85670.0
2012-Q3,2012,3,work_insurance,Tiene seguro por trabajo,83626.0
2012-Q4,2012,4,work_insurance,Tiene seguro por trabajo,83686.0
2013-Q1,2013,1,work_insurance,Tiene seguro por trabajo,97549.0
2013-Q2,2013,2,work_insurance,Tiene seguro por trabajo,83972.0
2013-Q3,2013,3,work_insurance,Tiene seguro por trabajo,88154.0
2013-Q4,2013,4,work_insurance,Tiene seguro por trabajo,94525.0
2014-Q1,2014,1,work_insurance,Tiene seguro por trabajo,89204.0
2014-Q2,2014,2,work_insurance,Tiene seguro por trabajo,94262.0
2014-Q3,2014,3,work_insurance,Tiene seguro por trabajo,89879.0
2014-Q4,2014,4,work_insurance,Tiene seguro por trabajo,94815.0
2015-Q1,2015,1,work_insurance,Tiene seguro por trabajo,92848.0
2015-Q2,2015,2,work_insurance,Tiene seguro por trabajo,100132.0
2015-Q3,2015,3,work_insurance,Tiene seguro por trabajo,83383.0
2015-Q4,2015,4,work_insurance,Tiene seguro por trabajo,106775.0
2016-Q1,2016,1,work_insurance,Tiene seguro por trabajo,105019.0
2016-Q2,2016,2,work_insurance,Tiene seguro por trabajo,103047.0
2016-Q3,2016,3,work_insurance,Tiene seguro por trabajo,99402.0
2016-Q4,2016,4,work_insurance,Tiene seguro por trabajo,103765.0
2017-Q1,2017,1,work_insurance,Tiene seguro por trabajo,101561.0
2017-Q2,2017,2,work_insurance,Tiene seguro por trabajo,102405.0
2017-Q3,2017,3,work_insurance,Tiene seguro por trabajo,98287.0
2017-Q4,2017,4,work_insurance,Tiene seguro por trabajo,92318.0
2018-Q1,2018,1,work_insurance,Tiene seguro por trabajo,92368.0
2018-Q2,2018,2,work_insurance,Tiene seguro por trabajo,95724.0
2018-Q3,2018,3,work_insurance,Tiene seguro por trabajo,91761.0
2018-Q4,2018,4,work_insurance,Tiene seguro por trabajo,94329.0
2019-Q1,2019,1,work_insurance,Tiene seguro por trabajo,100975.0
2019-Q2,2019,2,work_insurance,Tiene seguro por trabajo,102943.0
2019-Q3,2019,3,work_insurance,Tiene seguro por trabajo,96607.0
2019-Q4,2019,4,work_insurance,Tiene seguro por trabajo,90962.0
2020-Q1,2020,1,work_insurance,Tiene seguro por trabajo,94187.0
2020-Q2,2020,2,work_insurance,Tiene seguro por trabajo,45701.0
2020-Q3,2020,3,work_insurance,Tiene seguro por trabajo,55017.0
2020-Q4,2020,4,work_insurance,Tiene seguro por trabajo,59258.0
2021-Q1,2021,1,work_insurance,Tiene seguro por trabajo,69473.0
2021-Q2,2021,2,work_insurance,Tiene seguro por trabajo,78453.0
2021-Q3,2021,3,work_insurance,Tiene seguro por trabajo,87922.0
2021-Q4,2021,4,work_insurance,Tiene seguro por trabajo,84142.0
2022-Q1,2022,1,work_insurance,Tiene seguro por trabajo,110961.0
2022-Q2,2022,2,work_insurance,Tiene seguro por trabajo,108281.0
2022-Q3,2022,3,work_insurance,Tiene seguro por trabajo,100481.0
2022-Q4,2022,4,work_insurance,Tiene seguro por trabajo,99728.0
2023-Q1,2023,1,work_insurance,Tiene seguro por trabajo,90729.0
2023-Q2,2023,2,work_insurance,Tiene seguro por trabajo,90151.0
2023-Q3,2023,3,work_insurance,Tiene seguro por trabajo,104008.0
2023-Q4,2023,4,work_insurance,Tiene seguro por trabajo,99205.0
2024-Q1,2024,1,work_insurance,Tiene seguro por trabajo,106296.0
2024-Q2,2024,2,work_insurance,Tiene seguro por trabajo,115766.0
2024-Q3,2024,3,work_insurance,Tiene seguro por trabajo,114609.0
2024-Q4,2024,4,work_insurance,Tiene seguro por trabajo,115573.0
2025-Q1,2025,1,work_insurance,Tiene seguro por trabajo,109960.0
2025-Q2,2025,2,work_insurance,Tiene seguro por trabajo,104314.0
2025-Q3,2025,3,work_insurance,Tiene seguro por trabajo,107238.0
2025-Q4,2025,4,work_insurance,Tiene seguro por trabajo,101909.0
2026-Q1,2026,1,work_insurance,Tiene seguro por trabajo,109568.0
