period,year,quarter,dimension,category,value
2025-Q4,2025,4,age_group,45 a 59 años,42930.0
2026-Q1,2026,1,age_group,45 a 59 años,47025.0
2010-Q3,2010,3,age_group,60 y más,5546.0
2010-Q4,2010,4,age_group,60 y más,2676.0
2011-Q1,2011,1,age_group,60 y más,2975.0
2011-Q2,2011,2,age_group,60 y más,3651.0
2011-Q3,2011,3,age_group,60 y más,2826.0
2011-Q4,2011,4,age_group,60 y más,7430.0
2012-Q1,2012,1,age_group,60 y más,7569.0
2012-Q2,2012,2,age_group,60 y más,10978.0
2012-Q3,2012,3,age_group,60 y más,9690.0
2012-Q4,2012,4,age_group,60 y más,11336.0
2013-Q1,2013,1,age_group,60 y más,11055.0
2013-Q2,2013,2,age_group,60 y más,11964.0
2013-Q3,2013,3,age_group,60 y más,19373.0
2013-Q4,2013,4,age_group,60 y más,18180.0
2014-Q1,2014,1,age_group,60 y más,8846.0
2014-Q2,2014,2,age_group,60 y más,15454.0
2014-Q3,2014,3,age_group,60 y más,8917.0
2014-Q4,2014,4,age_group,60 y más,9791.0
2015-Q1,2015,1,age_group,60 y más,7021.0
2015-Q2,2015,2,age_group,60 y más,7700.0
2015-Q3,2015,3,age_group,60 y más,10877.0
2015-Q4,2015,4,age_group,60 y más,10314.0
2016-Q1,2016,1,age_group,60 y más,7981.0
2016-Q2,2016,2,age_group,60 y más,8596.0
2016-Q3,2016,3,age_group,60 y más,10190.0
2016-Q4,2016,4,age_group,60 y más,14757.0
2017-Q1,2017,1,age_group,60 y más,10255.0
2017-Q2,2017,2,age_group,60 y más,6959.0
2017-Q3,2017,3,age_group,60 y más,14416.0
2017-Q4,2017,4,age_group,60 y más,9543.0
2018-Q1,2018,1,age_group,60 y más,9353.0
2018-Q2,2018,2,age_group,60 y más,17268.0
2018-Q3,2018,3,age_group,60 y más,15433.0
2018-Q4,2018,4,age_group,60 y más,16520.0
2019-Q1,2019,1,age_group,60 y más,14748.0
2019-Q2,2019,2,age_group,60 y más,15852.0
2019-Q3,2019,3,age_group,60 y más,10464.0
2019-Q4,2019,4,age_group,60 y más,14875.0
2020-Q1,2020,1,age_group,60 y más,15535.0
2020-Q2,2020,2,age_group,60 y más,7548.0
2020-Q3,2020,3,age_group,60 y más,14540.0
2020-Q4,2020,4,age_group,60 y más,12632.0
2021-Q1,2021,1,age_group,60 y más,14597.0
2021-Q2,2021,2,age_group,60 y más,15009.0
2021-Q3,2021,3,age_group,60 y más,14099.0
2021-Q4,2021,4,age_group,60 y más,10884.0
2022-Q1,2022,1,age_group,60 y más,15231.0
2022-Q2,2022,2,age_group,60 y más,16027.0
2022-Q3,2022,3,age_group,60 y más,12938.0
2022-Q4,2022,4,age_group,60 y más,11116.0
2023-Q1,2023,1,age_group,60 y más,11455.0
2023-Q2,2023,2,age_group,60 y más,12581.0
2023-Q3,2023,3,age_group,60 y más,17579.0
2023-Q4,2023,4,age_group,60 y más,15107.0
2024-Q1,2024,1,age_group,60 y más,12443.0
2024-Q2,2024,2,age_group,60 y más,16420.0
2024-Q3,2024,3,age_group,60 y más,17490.0
2024-Q4,2024,4,age_group,60 y más,18425.0
2025-Q1,2025,1,age_group,60 y más,22241.0
2025-Q2,2025,2,age_group,60 y más,18370.0
2025-Q3,2025,3,age_group,60 y más,22506.0
2025-Q4,2025,4,age_group,60 y más,15435.0
2026-Q1,2026,1,age_group,60 y más,12824.0
2010-Q3,2010,3,age_group,No especificado,249.0
2010-Q4,2010,4,age_group,No especificado,1271.0
2011-Q1,2011,1,age_group,No especificado,140.0
2011-Q2,2011,2,age_group,No especificado,168.0
2011-Q3,2011,3,age_group,No especificado,75.0
2011-Q4,2011,4,age_group,No especificado,92.0
2012-Q1,2012,1,age_group,No especificado,68.0
2012-Q2,2012,2,age_group,No especificado,133.0
2012-Q3,2012,3,age_group,No especificado,
2012-Q4,2012,4,age_group,No especificado,
2013-Q1,2013,1,age_group,No especificado,
2013-Q2,2013,2,age_group,No especificado,
2013-Q3,2013,3,age_group,No especificado,
2013-Q4,2013,4,age_group,No especificado,
2014-Q1,2014,1,age_group,No especificado,
2014-Q2,2014,2,age_group,No especificado,
2014-Q3,2014,3,age_group,No especificado,
2014-Q4,2014,4,age_group,No especificado,
2015-Q1,2015,1,age_group,No especificado,
2015-Q2,2015,2,age_group,No especificado,74.0
2015-Q3,2015,3,age_group,No especificado,66.0
2015-Q4,2015,4,age_group,No especificado,80.0
2016-Q1,2016,1,age_group,No especificado,
2016-Q2,2016,2,age_group,No especificado,
2016-Q3,2016,3,age_group,No especificado,
2016-Q4,2016,4,age_group,No especificado,
2017-Q1,2017,1,age_group,No especificado,
2017-Q2,2017,2,age_group,No especificado,
2017-Q3,2017,3,age_group,No especificado,
2017-Q4,2017,4,age_group,No especificado,169.0
2018-Q1,2018,1,age_group,No especificado,
2018-Q2,2018,2,age_group,No especificado,
2018-Q3,2018,3,age_group,No especificado,
2018-Q4,2018,4,age_group,No especificado,124.0
2019-Q1,2019,1,age_group,No especificado,104.0
2019-Q2,2019,2,age_group,No especificado,266.0
2019-Q3,2019,3,age_group,No especificado,846.0
2019-Q4,2019,4,age_group,No especificado,75.0
2020-Q1,2020,1,age_group,No especificado,165.0
2020-Q2,2020,2,age_group,No especificado,
2020-Q3,2020,3,age_group,No especificado,
2020-Q4,2020,4,age_group,No especificado,428.0
2021-Q1,2021,1,age_group,No especificado,
2021-Q2,2021,2,age_group,No especificado,
2021-Q3,2021,3,age_group,No especificado,
2021-Q4,2021,4,age_group,No especificado,
2022-Q1,2022,1,age_group,No especificado,
2022-Q2,2022,2,age_group,No especificado,
2022-Q3,2022,3,age_group,No especificado,
2022-Q4,2022,4,age_group,No especificado,
2023-Q1,2023,1,age_group,No especificado,
2023-Q2,2023,2,age_group,No especificado,
2023-Q3,2023,3,age_group,No especificado,
2023-Q4,2023,4,age_group,No especificado,
2024-Q1,2024,1,age_group,No especificado,
2024-Q2,2024,2,age_group,No especificado,94.0
2024-Q3,2024,3,age_group,No especificado,
2024-Q4,2024,4,age_group,No especificado,
2025-Q1,2025,1,age_group,No especificado,
2025-Q2,2025,2,age_group,No especificado,176.0
2025-Q3,2025,3,age_group,No especificado,
2025-Q4,2025,4,age_group,No especificado,
2026-Q1,2026,1,age_group,No especificado,
