period,year,quarter,dimension,category,value
2017-Q3,2017,3,establishment_size,De 4 a 9 personas,28855.0
2017-Q4,2017,4,establishment_size,De 4 a 9 personas,27089.0
2018-Q1,2018,1,establishment_size,De 4 a 9 personas,33551.0
2018-Q2,2018,2,establishment_size,De 4 a 9 personas,34537.0
2018-Q3,2018,3,establishment_size,De 4 a 9 personas,35719.0
2018-Q4,2018,4,establishment_size,De 4 a 9 personas,36646.0
2019-Q1,2019,1,establishment_size,De 4 a 9 personas,37138.0
2019-Q2,2019,2,establishment_size,De 4 a 9 personas,36874.0
2019-Q3,2019,3,establishment_size,De 4 a 9 personas,37019.0
2019-Q4,2019,4,establishment_size,De 4 a 9 personas,37718.0
2020-Q1,2020,1,establishment_size,De 4 a 9 personas,46842.0
2020-Q2,2020,2,establishment_size,De 4 a 9 personas,23582.0
2020-Q3,2020,3,establishment_size,De 4 a 9 personas,33229.0
2020-Q4,2020,4,establishment_size,De 4 a 9 personas,35267.0
2021-Q1,2021,1,establishment_size,De 4 a 9 personas,32541.0
2021-Q2,2021,2,establishment_size,De 4 a 9 personas,34266.0
2021-Q3,2021,3,establishment_size,De 4 a 9 personas,32026.0
2021-Q4,2021,4,establishment_size,De 4 a 9 personas,30874.0
2022-Q1,2022,1,establishment_size,De 4 a 9 personas,40633.0
2022-Q2,2022,2,establishment_size,De 4 a 9 personas,30611.0
2022-Q3,2022,3,establishment_size,De 4 a 9 personas,33513.0
2022-Q4,2022,4,establishment_size,De 4 a 9 personas,43209.0
2023-Q1,2023,1,establishment_size,De 4 a 9 personas,39694.0
2023-Q2,2023,2,establishment_size,De 4 a 9 personas,40332.0
2023-Q3,2023,3,establishment_size,De 4 a 9 personas,37064.0
2023-Q4,2023,4,establishment_size,De 4 a 9 personas,26331.0
2024-Q1,2024,1,establishment_size,De 4 a 9 personas,29724.0
2024-Q2,2024,2,establishment_size,De 4 a 9 personas,31174.0
2024-Q3,2024,3,establishment_size,De 4 a 9 personas,41410.0
2024-Q4,2024,4,establishment_size,De 4 a 9 personas,39076.0
2025-Q1,2025,1,establishment_size,De 4 a 9 personas,23791.0
2025-Q2,2025,2,establishment_size,De 4 a 9 personas,32536.0
2025-Q3,2025,3,establishment_size,De 4 a 9 personas,33967.0
2025-Q4,2025,4,establishment_size,De 4 a 9 personas,27710.0
2026-Q1,2026,1,establishment_size,De 4 a 9 personas,32976.0
2010-Q3,2010,3,establishment_size,De 10 a 29 personas,25298.0
2010-Q4,2010,4,establishment_size,De 10 a 29 personas,26978.0
2011-Q1,2011,1,establishment_size,De 10 a 29 personas,27448.0
2011-Q2,2011,2,establishment_size,De 10 a 29 personas,30112.0
2011-Q3,2011,3,establishment_size,De 10 a 29 personas,30125.0
2011-Q4,2011,4,establishment_size,De 10 a 29 personas,29722.0
2012-Q1,2012,1,establishment_size,De 10 a 29 personas,33245.0
2012-Q2,2012,2,establishment_size,De 10 a 29 personas,36001.0
2012-Q3,2012,3,establishment_size,De 10 a 29 personas,38810.0
2012-Q4,2012,4,establishment_size,De 10 a 29 personas,26794.0
2013-Q1,2013,1,establishment_size,De 10 a 29 personas,30059.0
2013-Q2,2013,2,establishment_size,De 10 a 29 personas,25729.0
2013-Q3,2013,3,establishment_size,De 10 a 29 personas,36911.0
2013-Q4,2013,4,establishment_size,De 10 a 29 personas,30970.0
2014-Q1,2014,1,establishment_size,De 10 a 29 personas,24226.0
2014-Q2,2014,2,establishment_size,De 10 a 29 personas,28039.0
2014-Q3,2014,3,establishment_size,De 10 a 29 personas,24446.0
2014-Q4,2014,4,establishment_size,De 10 a 29 personas,29915.0
2015-Q1,2015,1,establishment_size,De 10 a 29 personas,33117.0
2015-Q2,2015,2,establishment_size,De 10 a 29 personas,33316.0
2015-Q3,2015,3,establishment_size,De 10 a 29 personas,30236.0
2015-Q4,2015,4,establishment_size,De 10 a 29 personas,30480.0
2016-Q1,2016,1,establishment_size,De 10 a 29 personas,31327.0
2016-Q2,2016,2,establishment_size,De 10 a 29 personas,37568.0
2016-Q3,2016,3,establishment_size,De 10 a 29 personas,28606.0
2016-Q4,2016,4,establishment_size,De 10 a 29 personas,38355.0
2017-Q1,2017,1,establishment_size,De 10 a 29 personas,37409.0
2017-Q2,2017,2,establishment_size,De 10 a 29 personas,37852.0
2017-Q3,2017,3,establishment_size,De 10 a 29 personas,39784.0
2017-Q4,2017,4,establishment_size,De 10 a 29 personas,34247.0
2018-Q1,2018,1,establishment_size,De 10 a 29 personas,26834.0
2018-Q2,2018,2,establishment_size,De 10 a 29 personas,33354.0
2018-Q3,2018,3,establishment_size,De 10 a 29 personas,29605.0
2018-Q4,2018,4,establishment_size,De 10 a 29 personas,25216.0
2019-Q1,2019,1,establishment_size,De 10 a 29 personas,26536.0
2019-Q2,2019,2,establishment_size,De 10 a 29 personas,22639.0
2019-Q3,2019,3,establishment_size,De 10 a 29 personas,29473.0
2019-Q4,2019,4,establishment_size,De 10 a 29 personas,27364.0
2020-Q1,2020,1,establishment_size,De 10 a 29 personas,22148.0
2020-Q2,2020,2,establishment_size,De 10 a 29 personas,11122.0
2020-Q3,2020,3,establishment_size,De 10 a 29 personas,10897.0
2020-Q4,2020,4,establishment_size,De 10 a 29 personas,16123.0
2021-Q1,2021,1,establishment_size,De 10 a 29 personas,14701.0
2021-Q2,2021,2,establishment_size,De 10 a 29 personas,17963.0
2021-Q3,2021,3,establishment_size,De 10 a 29 personas,28296.0
2021-Q4,2021,4,establishment_size,De 10 a 29 personas,19110.0
2022-Q1,2022,1,establishment_size,De 10 a 29 personas,21515.0
2022-Q2,2022,2,establishment_size,De 10 a 29 personas,29818.0
2022-Q3,2022,3,establishment_size,De 10 a 29 personas,29362.0
2022-Q4,2022,4,establishment_size,De 10 a 29 personas,24597.0
2023-Q1,2023,1,establishment_size,De 10 a 29 personas,28517.0
2023-Q2,2023,2,establishment_size,De 10 a 29 personas,25600.0
2023-Q3,2023,3,establishment_size,De 10 a 29 personas,35475.0
2023-Q4,2023,4,establishment_size,De 10 a 29 personas,39707.0
2024-Q1,2024,1,establishment_size,De 10 a 29 personas,35197.0
2024-Q2,2024,2,establishment_size,De 10 a 29 personas,44983.0
2024-Q3,2024,3,establishment_size,De 10 a 29 personas,43647.0
2024-Q4,2024,4,establishment_size,De 10 a 29 personas,36185.0
2025-Q1,2025,1,establishment_size,De 10 a 29 personas,40903.0
2025-Q2,2025,2,establishment_size,De 10 a 29 personas,26389.0
2025-Q3,2025,3,establishment_size,De 10 a 29 personas,30046.0
2025-Q4,2025,4,establishment_size,De 10 a 29 personas,32003.0
2026-Q1,2026,1,establishment_size,De 10 a 29 personas,33076.0
2010-Q3,2010,3,establishment_size,De 30 o más personas,34361.0
2010-Q4,2010,4,establishment_size,De 30 o más personas,30758.0
2011-Q1,2011,1,establishment_size,De 30 o más personas,31580.0
2011-Q2,2011,2,establishment_size,De 30 o más personas,19409.0
2011-Q3,2011,3,establishment_size,De 30 o más personas,28763.0
2011-Q4,2011,4,establishment_size,De 30 o más personas,35336.0
2012-Q1,2012,1,establishment_size,De 30 o más personas,29713.0
2012-Q2,2012,2,establishment_size,De 30 o más personas,20690.0
2012-Q3,2012,3,establishment_size,De 30 o más personas,20298.0
2012-Q4,2012,4,establishment_size,De 30 o más personas,33292.0
2013-Q1,2013,1,establishment_size,De 30 o más personas,33649.0
2013-Q2,2013,2,establishment_size,De 30 o más personas,27997.0
2013-Q3,2013,3,establishment_size,De 30 o más personas,28581.0
2013-Q4,2013,4,establishment_size,De 30 o más personas,34778.0
2014-Q1,2014,1,establishment_size,De 30 o más personas,34990.0
2014-Q2,2014,2,establishment_size,De 30 o más personas,28941.0
2014-Q3,2014,3,establishment_size,De 30 o más personas,31870.0
2014-Q4,2014,4,establishment_size,De 30 o más personas,33379.0
2015-Q1,2015,1,establishment_size,De 30 o más personas,26839.0
2015-Q2,2015,2,establishment_size,De 30 o más personas,27458.0
2015-Q3,2015,3,establishment_size,De 30 o más personas,25683.0
2015-Q4,2015,4,establishment_size,De 30 o más personas,30678.0
2016-Q1,2016,1,establishment_size,De 30 o más personas,31964.0
2016-Q2,2016,2,establishment_size,De 30 o más personas,26896.0
2016-Q3,2016,3,establishment_size,De 30 o más personas,30403.0
2016-Q4,2016,4,establishment_size,De 30 o más personas,30103.0
2017-Q1,2017,1,establishment_size,De 30 o más personas,32347.0
2017-Q2,2017,2,establishment_size,De 30 o más personas,30272.0
2017-Q3,2017,3,establishment_size,De 30 o más personas,28942.0
2017-Q4,2017,4,establishment_size,De 30 o más personas,31289.0
2018-Q1,2018,1,establishment_size,De 30 o más personas,31184.0
2018-Q2,2018,2,establishment_size,De 30 o más personas,31632.0
2018-Q3,2018,3,establishment_size,De 30 o más personas,30935.0
2018-Q4,2018,4,establishment_size,De 30 o más personas,29850.0
2019-Q1,2019,1,establishment_size,De 30 o más personas,35106.0
2019-Q2,2019,2,establishment_size,De 30 o más personas,31439.0
2019-Q3,2019,3,establishment_size,De 30 o más personas,27671.0
2019-Q4,2019,4,establishment_size,De 30 o más personas,27545.0
2020-Q1,2020,1,establishment_size,De 30 o más personas,33680.0
2020-Q2,2020,2,establishment_size,De 30 o más personas,9972.0
2020-Q3,2020,3,establishment_size,De 30 o más personas,10561.0
2020-Q4,2020,4,establishment_size,De 30 o más personas,15793.0
2021-Q1,2021,1,establishment_size,De 30 o más personas,23314.0
2021-Q2,2021,2,establishment_size,De 30 o más personas,22308.0
2021-Q3,2021,3,establishment_size,De 30 o más personas,24380.0
2021-Q4,2021,4,establishment_size,De 30 o más personas,28395.0
2022-Q1,2022,1,establishment_size,De 30 o más personas,25677.0
2022-Q2,2022,2,establishment_size,De 30 o más personas,31317.0
2022-Q3,2022,3,establishment_size,De 30 o más personas,27269.0
2022-Q4,2022,4,establishment_size,De 30 o más personas,27788.0
2023-Q1,2023,1,establishment_size,De 30 o más personas,26567.0
2023-Q2,2023,2,establishment_size,De 30 o más personas,27933.0
2023-Q3,2023,3,establishment_size,De 30 o más personas,26555.0
2023-Q4,2023,4,establishment_size,De 30 o más personas,27427.0
2024-Q1,2024,1,establishment_size,De 30 o más personas,35039.0
2024-Q2,2024,2,establishment_size,De 30 o más personas,36365.0
2024-Q3,2024,3,establishment_size,De 30 o más personas,28264.0
2024-Q4,2024,4,establishment_size,De 30 o más personas,35300.0
2025-Q1,2025,1,establishment_size,De 30 o más personas,39056.0
2025-Q2,2025,2,establishment_size,De 30 o más personas,33977.0
2025-Q3,2025,3,establishment_size,De 30 o más personas,35974.0
2025-Q4,2025,4,establishment_size,De 30 o más personas,31441.0
2026-Q1,2026,1,establishment_size,De 30 o más personas,31390.0
2010-Q3,2010,3,establishment_size,No especificado,224.0
2010-Q4,2010,4,establishment_size,No especificado,555.0
2011-Q1,2011,1,establishment_size,No especificado,2322.0
2011-Q2,2011,2,establishment_size,No especificado,10106.0
2011-Q3,2011,3,establishment_size,No especificado,959.0
2011-Q4,2011,4,establishment_size,No especificado,259.0
2012-Q1,2012,1,establishment_size,No especificado,
2012-Q2,2012,2,establishment_size,No especificado,
2012-Q3,2012,3,establishment_size,No especificado,
2012-Q4,2012,4,establishment_size,No especificado,
2013-Q1,2013,1,establishment_size,No especificado,
2013-Q2,2013,2,establishment_size,No especificado,1092.0
2013-Q3,2013,3,establishment_size,No especificado,80.0
2013-Q4,2013,4,establishment_size,No especificado,213.0
2014-Q1,2014,1,establishment_size,No especificado,466.0
2014-Q2,2014,2,establishment_size,No especificado,1253.0
2014-Q3,2014,3,establishment_size,No especificado,976.0
2014-Q4,2014,4,establishment_size,No especificado,79.0
2015-Q1,2015,1,establishment_size,No especificado,1495.0
2015-Q2,2015,2,establishment_size,No especificado,850.0
2015-Q3,2015,3,establishment_size,No especificado,83.0
2015-Q4,2015,4,establishment_size,No especificado,1112.0
2016-Q1,2016,1,establishment_size,No especificado,175.0
2016-Q2,2016,2,establishment_size,No especificado,872.0
2016-Q3,2016,3,establishment_size,No especificado,171.0
2016-Q4,2016,4,establishment_size,No especificado,85.0
2017-Q1,2017,1,establishment_size,No especificado,586.0
2017-Q2,2017,2,establishment_size,No especificado,430.0
2017-Q3,2017,3,establishment_size,No especificado,153.0
2017-Q4,2017,4,establishment_size,No especificado,222.0
2018-Q1,2018,1,establishment_size,No especificado,427.0
2018-Q2,2018,2,establishment_size,No especificado,364.0
2018-Q3,2018,3,establishment_size,No especificado,297.0
2018-Q4,2018,4,establishment_size,No especificado,1403.0
2019-Q1,2019,1,establishment_size,No especificado,813.0
2019-Q2,2019,2,establishment_size,No especificado,148.0
2019-Q3,2019,3,establishment_size,No especificado,375.0
2019-Q4,2019,4,establishment_size,No especificado,103.0
2020-Q1,2020,1,establishment_size,No especificado,1280.0
2020-Q2,2020,2,establishment_size,No especificado,390.0
2020-Q3,2020,3,establishment_size,No especificado,254.0
2020-Q4,2020,4,establishment_size,No especificado,468.0
2021-Q1,2021,1,establishment_size,No especificado,782.0
2021-Q2,2021,2,establishment_size,No especificado,915.0
2021-Q3,2021,3,establishment_size,No especificado,2214.0
2021-Q4,2021,4,establishment_size,No especificado,3345.0
2022-Q1,2022,1,establishment_size,No especificado,3228.0
2022-Q2,2022,2,establishment_size,No especificado,1801.0
2022-Q3,2022,3,establishment_size,No especificado,3537.0
2022-Q4,2022,4,establishment_size,No especificado,1160.0
2023-Q1,2023,1,establishment_size,No especificado,1838.0
2023-Q2,2023,2,establishment_size,No especificado,498.0
2023-Q3,2023,3,establishment_size,No especificado,1565.0
2023-Q4,2023,4,establishment_size,No especificado,1835.0
2024-Q1,2024,1,establishment_size,No especificado,987.0
2024-Q2,2024,2,establishment_size,No especificado,384.0
2024-Q3,2024,3,establishment_size,No especificado,1548.0
2024-Q4,2024,4,establishment_size,No especificado,182.0
2025-Q1,2025,1,establishment_size,No especificado,731.0
2025-Q2,2025,2,establishment_size,No especificado,
2025-Q3,2025,3,establishment_size,No especificado,327.0
2025-Q4,2025,4,establishment_size,No especificado,
2026-Q1,2026,1,establishment_size,No especificado,309.0
